Ergebnisart;Datum;LEER;LEER;LEER;Satzart;Schlüsselnummer;Name;Wahllokal;A - Wahlberechtigte;B - Wähler;C1 - Ungültige Stimmzettel;C2 - Gültige Stimmzettel;D - Gültige Stimmen;D01 - CDU;D02 - AfD;D03 - DIE LINKE;D04 - SPD;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - dieBasis;D09 - Tierschutzpartei;D10 - Gartenpartei;D11 - Die PARTEI;D12 - Tierschutzallianz;D13 - HEIMAT;D14 - FBM;D15 - Volt;D16 - WG1;D17 - WG2;D18 - WG3;D19 - WG4;D20 - WG5;D21 - WG6;D22 - WG7;D23 - WG8;D24 - WG9;D25 - WG10;D26 - WG11;D27 - WG12;D28 - WG13;D29 - WG14;D30 - WG15;D31 - WG16;D32 - WG17;D33 - WG18;D34 - WG19;D35 - WG20;D36 - WG21;D37 - WG22;D38 - WG23;D39 - WG24;D40 - WG25;D41 - WG26;D42 - WG27;D43 - WG28;D44 - WG29;D45 - WG30;D46 - WG31;D47 - WG32;D48 - WG33;D49 - WG34;D50 - WG35;D51 - WG36;D52 - WG37;D53 - WG38;D54 - WG39;D55 - WG40;D56 - WG41;D57 - WG42;D58 - WG43;D59 - WG44;D60 - WG45;D61 - WG46;D62 - EB1;D63 - EB2;D64 - EB3;D65 - EB4;D66 - EB5;D67 - EB6;D68 - EB7;D69 - EB8;D70 - EB9;D71 - EB10;D72 - EB11;D73 - EB12;D74 - EB13;WG (Summe);EB (Summe);
E;09.06.2024;;;;GEM;15090135;Gemeinde Eichstedt (Altmark); ;704;545;9;536;1586;261;503;69;108;40;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318; ; ;263; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;581; ;
E;09.06.2024;;;;GEM;15090180;Gemeinde Goldbeck; ;1188;781;15;766;2266;282;552;112;313;25;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;760; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;942; ;
E;09.06.2024;;;;GEM;15090220;Gemeinde Hassel; ;786;598;8;590;1742;548;538;103;127;21;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300; ; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358; ;
E;09.06.2024;;;;GEM;15090225;Hansestadt Havelberg; ;5446;3269;70;3199;9477;2241;3203;1372;717;87;199; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1063; ; ;595; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1658; ;
E;09.06.2024;;;;GEM;15090245;Gemeinde Hohenberg-Krusemark; ;1026;688;11;677;2000;327;706;74;121;67;70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;488; ; ;147; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;635; ;
E;09.06.2024;;;;GEM;15090270;Gemeinde Iden; ;655;422;9;413;1224;148;300;52;61;30;87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;427; ; ;119; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;546; ;
E;09.06.2024;;;;GEM;15090285;Gemeinde Kamern; ;1037;673;10;663;1976;535;534;171;152;32;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281; ; ;220; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501; ;
E;09.06.2024;;;;GEM;15090310;Gemeinde Klietz; ;1249;896;19;877;2609;634;899;186;327;67;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301; ; ;162; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;463; ;
E;09.06.2024;;;;GEM;15090415;Hansestadt Osterburg (Altmark); ;8279;5253;99;5154;15287;2770;4157;736;854;385;604; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4748; ; ;1033; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5781; ;
E;09.06.2024;;;;GEM;15090435;Gemeinde Rochau; ;836;628;14;614;1819;200;518;91;57;14;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;596; ; ;288; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;884; ;
E;09.06.2024;;;;GEM;15090445;Stadt Sandau (Elbe); ;721;448;5;443;1317;475;446;106;70;13;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131; ; ;52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;183; ;
E;09.06.2024;;;;GEM;15090485;Gemeinde Schollene; ;961;612;25;587;1748;318;511;100;190;29;59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;436; ; ;105; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541; ;
E;09.06.2024;;;;GEM;15090500;Gemeinde Schönhausen (Elbe); ;1808;1248;22;1226;3640;801;1358;173;865;77;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;246; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;345; ;
E;09.06.2024;;;;GEM;15090520;Hansestadt Seehausen (Altmark); ;4039;2440;38;2402;7129;1266;1942;317;297;72;248; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2055; ; ;932; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2987; ;
E;09.06.2024;;;;GEM;15090535;Hansestadt Stendal; ;30903;18274;282;17992;53341;14255;16429;4453;6870;1603;1656; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4553; ; ;3522; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8075; ;
E;09.06.2024;;;;GEM;15090546;Stadt Tangerhütte; ;8825;5975;106;5869;17396;4711;6444;952;1504;411;231; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1612; ; ;1531; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3143; ;
E;09.06.2024;;;;GEM;15090550;Stadt Tangermünde; ;8845;5776;105;5671;16763;4224;6504;1023;2720;904;259; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;725; ; ;404; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1129; ;
E;09.06.2024;;;;GEM;15090610;Hansestadt Werben (Elbe); ;851;577;18;559;1668;188;452;52;312;15;75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;393; ; ;181; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;574; ;
E;09.06.2024;;;;GEM;15090631;Gemeinde Wust-Fischbeck; ;1020;690;15;675;1983;575;726;95;205;31;69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;209; ; ;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;282; ;
E;09.06.2024;;;;GEM;15090635;Gemeinde Zehrental; ;705;461;4;457;1363;241;354;29;66;15;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;552; ;
E;09.06.2024;;;;GEM;15091010;Stadt Annaburg; ;5521;3597;75;3522;10479;2474;3599;809;405;699;95;2158; ; ; ; ; ;56; ; ; ; ; ; ; ; ; ; ;184; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;184; ;
E;09.06.2024;;;;GEM;15091020;Stadt Bad Schmiedeberg; ;6975;4528;95;4433;13079;4588;4105;580;2190; ;212;1096; ; ; ; ; ;102; ; ; ; ; ; ; ; ; ; ;77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;129; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206; ;
E;09.06.2024;;;;GEM;15091060;Stadt Coswig (Anhalt); ;9939;6075;164;5911;17580;5153;4976;697;2632;201;467;2793; ; ; ; ; ;117; ; ; ; ; ; ; ; ; ; ;544; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544; ;
E;09.06.2024;;;;GEM;15091110;Stadt Gräfenhainichen; ;9726;5974;107;5867;17339;7843;5425;2089;602;240;331;617; ; ; ; ; ;90; ; ; ; ; ; ; ; ; ; ;102; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;102; ;
E;09.06.2024;;;;GEM;15091145;Stadt Jessen (Elster); ;11824;7338;115;7223;21417;6334;6194;2245;2788;749;194;2352; ; ; ; ; ;206; ; ; ; ; ; ; ; ; ; ;355; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;355; ;
E;09.06.2024;;;;GEM;15091160;Stadt Kemberg; ;8241;5741;67;5674;16857;6651;4691;1125;627;364;268;2869; ; ; ; ; ;150; ; ; ; ; ; ; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112; ;
E;09.06.2024;;;;GEM;15091241;Stadt Oranienbaum-Wörlitz; ;6831;4627;80;4547;13480;5402;4259;945;1404;348;288;361; ; ; ; ; ;298; ; ; ; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;175; ;
E;09.06.2024;;;;GEM;15091375;Lutherstadt Wittenberg; ;38354;22874;495;22379;66106;14894;17284;4840;11020;1150;2176;10123; ; ; ; ; ;431; ; ; ; ; ; ; ; ; ; ;2838; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1350; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4188; ;
E;09.06.2024;;;;GEM;15091391;Stadt Zahna-Elster; ;7806;5464;95;5369;15919;4236;3597;680;549; ;331;6058; ; ; ; ; ;89; ; ; ; ; ; ; ; ; ; ;94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;285; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;379; ;
