Stimmart,AGS,"Landkreis-nummer","Gemeinde-nummer",Gemeindename,Art des Wahl-vorschlags,Kurzname,"MerkmalLangname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,P,CDU,Christlich Demokratische Union Deutschlands,5687,14,5,1
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,P,AfD,Alternative für Deutschland,6438,15.9,5,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,5205,12.8,4,3
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,P,FDP,Freie Demokratische Partei,1727,4.3,1,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,WG,BVBB-WG,BVBB-Wählergruppe Mitglieder & Sympathisanten,1663,4.1,1,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,WG,FreieWG,Freie Wählergruppe,4272,10.5,4,1
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,WG,BB,BürgerBündnis Blankenfelde-Mahlow,1883,4.6,2,2
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,EB,EB Hahn,Einzelwahlvorschlag Hahn,156,0.4,0,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,EB,EB Kieschke,Einzelwahlvorschlag Kieschke,271,0.7,0,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,EB,EB Schiller,Einzelwahlvorschlag Schiller,1100,2.7,1,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,EB,EB Schoechert,Einzelwahlvorschlag Schoechert,359,0.9,0,0
Gemeindevertretung,12072017,72,017,Blankenfelde-Mahlow,WG,WG Pro Volkssolidarität,Wählergruppe Pro Volkssolidarität,92,0.2,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Wahlberechtigt,Wahlberechtigt,7179,100,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Wähler,Wähler,4395,61.2,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Wahlschein,Wahlschein,912,20.8,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Gueltig,Gueltig,12519,94.9,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Ungueltig,Ungueltig,161,3.7,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12072120,72,120,Großbeeren,P,SPD,Sozialdemokratische Partei Deutschlands,2388,19.1,3,1
Gemeindevertretung,12072120,72,120,Großbeeren,P,DIE LINKE,DIE LINKE,728,5.8,1,1
Gemeindevertretung,12072120,72,120,Großbeeren,P,CDU,Christlich Demokratische Union Deutschlands,2416,19.3,4,1
Gemeindevertretung,12072120,72,120,Großbeeren,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2333,18.6,3,2
Gemeindevertretung,12072120,72,120,Großbeeren,P,FDP,Freie Demokratische Partei,1708,13.6,2,0
Gemeindevertretung,12072120,72,120,Großbeeren,WG,WfG,WIR FÜR GROßBEEREN,2571,20.5,4,2
Gemeindevertretung,12072120,72,120,Großbeeren,EB,EB Jan Bartoszek,Einzelwahlvorschlag Jan Bartoszek,375,3,1,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Wahlberechtigt,Wahlberechtigt,10641,100,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Wähler,Wähler,6191,58.2,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Wahlschein,Wahlschein,1590,25.7,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Gueltig,Gueltig,17840,96.1,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Ungueltig,Ungueltig,137,2.2,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",,Sitze,Sitze,22,100,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,2742,15.4,3,1
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",P,DIE LINKE,DIE LINKE,1873,10.5,2,2
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1076,6,1,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",P,AfD,Alternative für Deutschland,1970,11,3,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",PV,BV,Bauernverband Teltow-Fläming,1605,9,2,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",P,FDP,Freie Demokratische Partei,151,0.8,0,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",WG,FJB,Für Jüterbog - Wählergruppe,3384,19,4,1
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",WG,WSJ,Wir sind Jüterbog - Wählergruppe,2230,12.5,3,0
Gemeindevertretung,12072169,72,169,"Jüterbog, Stadt",WG,BBJ,Bürgerbündnis Jüterbog - Wählergruppe,2809,15.7,4,1
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Wahlberechtigt,Wahlberechtigt,17305,100,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Wähler,Wähler,8556,49.4,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Wahlschein,Wahlschein,1955,22.8,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Gueltig,Gueltig,24875,96.9,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Ungueltig,Ungueltig,162,1.9,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,6973,28,8,1
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,DIE LINKE,DIE LINKE,5482,22,6,1
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,4127,16.6,5,1
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,AfD,Alternative für Deutschland,3720,15,4,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",PV,BV,Bauernverband Teltow-Fläming,572,2.3,1,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,FDP,Freie Demokratische Partei,723,2.9,1,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",P,NPD,Nationaldemokratische Partei Deutschlands,252,1,0,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",LV,FWL,Freie Wähler Luckenwalde,1018,4.1,1,0
Gemeindevertretung,12072232,72,232,"Luckenwalde, Stadt",LV,LÖS & GRÜNE/B90,Luckenwalde Ökologisch Sozial &  BÜNDNIS 90/DIE GRÜNEN,2008,8.1,2,1
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Wahlberechtigt,Wahlberechtigt,22223,100,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Wähler,Wähler,11981,53.9,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Wahlschein,Wahlschein,2648,22.1,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Gueltig,Gueltig,34832,96.9,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Ungueltig,Ungueltig,239,2,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",,Sitze,Sitze,30,100,0,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,8843,25.4,8,3
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,DIE LINKE,DIE LINKE,6096,17.5,5,2
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,4906,14.1,4,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,AfD,Alternative für Deutschland,4947,14.2,4,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,3077,8.8,3,1
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",1257,3.6,1,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",WG,VEREINTE.WIR FÜR LU,VEREINTE.WIR FÜR LUDWIGSFELDE,3091,8.9,3,1
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",WG,FiLu,Frauen in Ludwigsfelde,831,2.4,1,1
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",WG,evoLu,Engagiert Vereint Organisiert für Ludwigsfelde,1438,4.1,1,0
Gemeindevertretung,12072240,72,240,"Ludwigsfelde, Stadt",EB,EWV Flenker,EWV Flenker,346,1,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Wahlberechtigt,Wahlberechtigt,5196,100,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Wähler,Wähler,3030,58.3,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Wahlschein,Wahlschein,675,22.3,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Gueltig,Gueltig,8879,97.7,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Ungueltig,Ungueltig,47,1.6,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,P,SPD,Sozialdemokratische Partei Deutschlands,2378,26.8,5,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,P,DIE LINKE,DIE LINKE,1471,16.6,3,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,P,CDU,Christlich Demokratische Union Deutschlands,354,4,1,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,P,AfD,Alternative für Deutschland,1022,11.5,2,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,621,7,1,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,WG,Bürgergemeinschaft Niedergörsdorf,Bürgergemeinschaft der Gemeinde Niedergörsdorf,2033,22.9,4,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,EB,EWV Max Göritz,Einzelwahlvorschlag Max Göritz,499,5.6,1,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,EB,EWV Heinzel,Einzelwahlvorschlag Heinzel,300,3.4,1,0
Gemeindevertretung,12072297,72,297,Niedergörsdorf,EB,EWV Jörn Martin,Einzelvorschlag Jörn Martin,201,2.3,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Wahlberechtigt,Wahlberechtigt,5685,100,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Wähler,Wähler,3775,66.4,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Wahlschein,Wahlschein,731,19.4,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Gueltig,Gueltig,10943,96.6,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Ungueltig,Ungueltig,70,1.9,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,SPD,Sozialdemokratische Partei Deutschlands,1372,12.5,2,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,DIE LINKE,DIE LINKE,1430,13.1,2,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,CDU,Christlich Demokratische Union Deutschlands,1461,13.4,2,1
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,AfD,Alternative für Deutschland,1994,18.2,3,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,502,4.6,1,1
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,P,FDP,Freie Demokratische Partei,297,2.7,1,1
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,WG,WG FLP,Wählergruppe Freie Liste Parteilos,1017,9.3,2,2
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,EB,EWV Böhm-Wirt,Einzelwahlvorschlag Böhm-Wirt,81,0.7,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,EB,EWV Kuhlbrodt,Einzelwahlvorschlag Kuhlbrodt,210,1.9,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,EB,EWV Spark,Einzelwahlvorschlag Spark,59,0.5,0,0
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,EB,EWV Zabel,Einzelwahlvorschlag Zabel,286,2.6,1,1
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,WG,WG GNU,Wählergruppe Gemeinsam für Nuthe-Urstromtal,1519,13.9,3,1
Gemeindevertretung,12072312,72,312,Nuthe-Urstromtal,WG,WG GUW,Wählergruppe Gemeinschaft Unabhängiger Wähler,715,6.5,1,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Wahlberechtigt,Wahlberechtigt,9293,100,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Wähler,Wähler,6440,69.3,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Wahlschein,Wahlschein,1531,23.8,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Gueltig,Gueltig,18810,97.4,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Ungueltig,Ungueltig,112,1.7,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,,Sitze,Sitze,22,100,0,0
Gemeindevertretung,12072340,72,340,Rangsdorf,P,SPD,Sozialdemokratische Partei Deutschlands,2720,14.5,3,1
Gemeindevertretung,12072340,72,340,Rangsdorf,P,DIE LINKE,DIE LINKE,1609,8.6,2,0
Gemeindevertretung,12072340,72,340,Rangsdorf,P,CDU,Christlich Demokratische Union Deutschlands,2018,10.7,2,0
Gemeindevertretung,12072340,72,340,Rangsdorf,P,AfD,Alternative für Deutschland,1817,9.7,2,0
Gemeindevertretung,12072340,72,340,Rangsdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1861,9.9,2,2
Gemeindevertretung,12072340,72,340,Rangsdorf,P,FDP,Freie Demokratische Partei,3952,21,5,2
Gemeindevertretung,12072340,72,340,Rangsdorf,WG,DIE RANGSDORFER,DIE RANGSDORFER - Bürger für Rangsdorf e.V.,3087,16.4,4,2
Gemeindevertretung,12072340,72,340,Rangsdorf,WG,ALLIANZ für Rangsdorf,Parteiunabhängige Freie Wählergruppe - ALLIANZ für Rangsdorf,1746,9.3,2,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Wahlberechtigt,Wahlberechtigt,8146,100,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Wähler,Wähler,5057,62.1,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Wahlschein,Wahlschein,987,19.5,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Gueltig,Gueltig,14757,97.3,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Ungueltig,Ungueltig,105,2.1,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1328,9,2,1
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,DIE LINKE,DIE LINKE,789,5.3,1,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3434,23.3,4,1
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,AfD,Alternative für Deutschland,2000,13.6,2,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1181,8,1,1
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",465,3.2,1,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",WG,UFW,Wählergruppe Unabhängige Freie Wähler,1731,11.7,2,0
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",WG,N L,Wählergruppe Neue Liste,1370,9.3,2,1
Gemeindevertretung,12072426,72,426,"Trebbin, Stadt",WG,WG Frischer Wind,Wählergruppe Frischer Wind,2459,16.7,3,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Wahlberechtigt,Wahlberechtigt,16141,100,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Wähler,Wähler,9138,56.6,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Wahlschein,Wahlschein,2163,23.7,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Gueltig,Gueltig,26326,96,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Ungueltig,Ungueltig,190,2.1,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,2019,7.7,2,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,DIE LINKE,DIE LINKE,3000,11.4,3,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3661,13.9,4,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,AfD,Alternative für Deutschland,3895,14.8,4,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2555,9.7,3,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,FDP,Freie Demokratische Partei,689,2.6,1,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",WG,Plan B,Plan B,6690,25.4,7,1
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",P,NPD,Nationaldemokratische Partei Deutschlands,166,0.6,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",WG,VUB,Vereinigung Unabhängiger Bürger,2490,9.5,3,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",WG,WG Kallinchen,Wählergemeinschaft Kallinchen,641,2.4,1,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",EB,EB Teichmann,Einzelwahlvorschlag Teichmann,283,1.1,0,0
Gemeindevertretung,12072477,72,477,"Zossen, Stadt",EB,EB Thieke,Einzelwahlvorschlag Thieke,237,0.9,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Wahlberechtigt,Wahlberechtigt,4327,100,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Wähler,Wähler,2493,57.6,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Wahlschein,Wahlschein,247,9.9,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Gueltig,Gueltig,7219,96.5,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Ungueltig,Ungueltig,73,2.9,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,937,13,2,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",P,DIE LINKE,DIE LINKE,1194,16.5,2,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",LV,Bündnis FWG/CDU,Bündnis Freie Wählergemeinschaft Dahme/Christlich Demokratische Union Deutschlands,2562,35.5,6,1
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,331,4.6,1,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",WG,WGDU,Wählergemeinschaft Dahmer Umland,1373,19,3,0
Gemeindevertretung,1207205304,72,053,"Dahme/Mark, Stadt",WG,WLL,Wählergruppe LandLEBEN,822,11.4,2,1
Gemeindevertretung,1207205504,72,055,Dahmetal,,Wahlberechtigt,Wahlberechtigt,416,100,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,,Wähler,Wähler,293,70.4,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,,Gueltig,Gueltig,837,95.2,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,,Ungueltig,Ungueltig,13,4.4,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207205504,72,055,Dahmetal,P,CDU,Christlich Demokratische Union Deutschlands,358,42.8,3,0
Gemeindevertretung,1207205504,72,055,Dahmetal,EB,"Müller, Andrea","Müller, Andrea",126,15.1,1,1
Gemeindevertretung,1207205504,72,055,Dahmetal,EB,"Sattler, Renate","Sattler, Renate",94,11.2,1,1
Gemeindevertretung,1207205504,72,055,Dahmetal,EB,"Janischefsky, Tino","Janischefsky, Tino",57,6.8,1,0
Gemeindevertretung,1207205504,72,055,Dahmetal,EB,"Schulze, Wilfried","Schulze, Wilfried",92,11,1,0
Gemeindevertretung,1207205504,72,055,Dahmetal,EB,"Wilke, Norbert","Wilke, Norbert",110,13.1,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Wahlberechtigt,Wahlberechtigt,592,100,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Wähler,Wähler,446,75.3,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Gueltig,Gueltig,1290,96.4,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Ungueltig,Ungueltig,10,2.2,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207215704,72,157,Ihlow,P,CDU,Christlich Demokratische Union Deutschlands,163,12.6,1,1
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Mennecke, Klaus","Mennecke, Klaus",222,17.2,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Knuppe, René","Knuppe, René",183,14.2,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Elsner, Christopher","Elsner, Christopher",157,12.2,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Henkel, Marcus","Henkel, Marcus",142,11,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Lorenz, Stefan","Lorenz, Stefan",144,11.2,1,0
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Schirrmeister, Alexandra","Schirrmeister, Alexandra",117,9.1,1,1
Gemeindevertretung,1207215704,72,157,Ihlow,EB,"Schulze, Sebastian","Schulze, Sebastian",162,12.6,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Wahlberechtigt,Wahlberechtigt,2684,100,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Wähler,Wähler,1647,61.4,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Gueltig,Gueltig,4766,96.5,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Ungueltig,Ungueltig,38,2.3,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,P,DIE LINKE,DIE LINKE,438,9.2,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,P,CDU,Christlich Demokratische Union Deutschlands,143,3,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Ziegelmann, Paul","Ziegelmann, Paul",350,7.3,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Seehausen, Lutz","Seehausen, Lutz",220,4.6,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Wäsche, Reiner","Wäsche, Reiner",377,7.9,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Löffler, Lutz","Löffler, Lutz",150,3.1,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Denczyk, Kevin","Denczyk, Kevin",271,5.7,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Fahrenbruch, Michael","Fahrenbruch, Michael",89,1.9,0,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Niendorf, Jörg","Niendorf, Jörg",343,7.2,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,WG,WProG,Wählergruppe Pro Gemeindeentwickung,1639,34.4,6,1
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Wilke, Matthes","Wilke, Matthes",251,5.3,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Wolter, Manuel","Wolter, Manuel",230,4.8,1,0
Gemeindevertretung,1207229804,72,298,Niederer Fläming,EB,"Wundrich, Nicolle","Wundrich, Nicolle",265,5.6,1,1
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Wahlberechtigt,Wahlberechtigt,12187,100,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Wähler,Wähler,6444,52.9,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Wahlschein,Wahlschein,1646,25.5,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Gueltig,Gueltig,18665,96.5,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Ungueltig,Ungueltig,143,2.2,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",,Sitze,Sitze,22,100,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,4860,26,6,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,2962,15.9,3,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",P,DIE LINKE,DIE LINKE,2848,15.3,3,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",P,FDP,Freie Demokratische Partei,614,3.3,1,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1380,7.4,2,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",WG,LBG,Ländliche Bürgergemeinschaft Angermünde,2705,14.5,3,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",WG,FWG,Freie Wählergemeinschaft Angermünder Bürger,1328,7.1,2,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",EB,EB Diebetz,Einzelbewerber Diebetz,485,2.6,1,1
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",EB,EB Hempel,Einzelbewerber Hempel,234,1.3,0,0
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",EB,EB Schulz,Einzelbewerber Schulz,216,1.2,0,0
