CityStation,Variable,ObsCount,DataStatus
Esslingen am Neckar_Background,CDU,1,Insufficient
Esslingen am Neckar_Traffic,CDU,6,Insufficient
Fellbach_Background,CDU,1,Insufficient
Filderstadt_Background,CDU,18,Sufficient
Flensburg_Traffic,CDU,13,Sufficient
Frankenthal (Pfalz)_Traffic,CDU,5,Insufficient
Frankfurt (Oder)_Background,CDU,18,Sufficient
Frankfurt (Oder)_Traffic,CDU,18,Sufficient
Frankfurt am Main_Background,CDU,18,Sufficient
Frankfurt am Main_Traffic,CDU,18,Sufficient
Freiburg im Breisgau_Background,CDU,18,Sufficient
Freiburg im Breisgau_Traffic,CDU,18,Sufficient
Freudenstadt_Background,CDU,8,Insufficient
Friedrichshafen_Background,CDU,8,Insufficient
Friedrichshafen_Traffic,CDU,11,Sufficient
Fulda_Background,CDU,16,Sufficient
Fulda_Traffic,CDU,18,Sufficient
Fürth_Background,CDU,17,Sufficient
Fürth_Traffic,CDU,11,Sufficient
Garmisch-Partenkirchen_Background,CDU,17,Sufficient
Geislingen an der Steige_Traffic,CDU,3,Insufficient
Gelsenkirchen_Background,CDU,17,Sufficient
Gelsenkirchen_Traffic,CDU,11,Sufficient
Gera_Background,CDU,18,Sufficient
Gera_Traffic,CDU,13,Sufficient
Gevelsberg_Traffic,CDU,9,Sufficient
Gießen_Background,CDU,5,Insufficient
Gießen_Traffic,CDU,16,Sufficient
Gladbeck_Traffic,CDU,11,Sufficient
Goslar_Background,CDU,18,Sufficient
Gotha_Traffic,CDU,1,Insufficient
Greiz_Background,CDU,18,Sufficient
Grevenbroich_Industrial,CDU,8,Insufficient
Göppingen_Background,CDU,1,Insufficient
Göttingen_Background,CDU,18,Sufficient
Göttingen_Traffic,CDU,15,Sufficient
Güstrow_Background,CDU,17,Sufficient
Hagen_Traffic,CDU,17,Sufficient
Halberstadt_Background,CDU,18,Sufficient
Halberstadt_Traffic,CDU,12,Sufficient
Halle (Saale)_Background,CDU,18,Sufficient
Halle (Saale)_Traffic,CDU,18,Sufficient
Halle (Westf.)_Traffic,CDU,11,Sufficient
Hameln_Traffic,CDU,12,Sufficient
Hamm_Traffic,CDU,10,Sufficient
Hanau_Background,CDU,8,Insufficient
Hanau_Traffic,CDU,10,Sufficient
Hannover_Background,CDU,18,Sufficient
Hannover_Traffic,CDU,18,Sufficient
Hattingen_Background,CDU,17,Sufficient
Heidelberg_Background,CDU,8,Insufficient
Heidelberg_Traffic,CDU,18,Sufficient
Heidenheim an der Brenz_Background,CDU,1,Insufficient
Heidenheim an der Brenz_Traffic,CDU,12,Sufficient
Heilbronn_Background,CDU,8,Insufficient
Heilbronn_Traffic,CDU,18,Sufficient
Herne_Traffic,CDU,11,Sufficient
Herrenberg_Traffic,CDU,14,Sufficient
Herten_Traffic,CDU,2,Insufficient
Hildesheim_Traffic,CDU,11,Sufficient
Hof_Background,CDU,17,Sufficient
Horb am Neckar_Background,CDU,1,Insufficient
Hürth_Industrial,CDU,17,Sufficient
Hürth_Traffic,CDU,11,Sufficient
Ilmenau_Background,CDU,1,Insufficient
Ingolstadt_Traffic,CDU,17,Sufficient
Iserlohn_Traffic,CDU,3,Insufficient
Jena_Background,CDU,18,Sufficient
Jena_Traffic,CDU,16,Sufficient
Jüchen_Industrial,CDU,7,Insufficient
Kaiserslautern_Background,CDU,5,Insufficient
Kaiserslautern_Traffic,CDU,5,Insufficient
Kamen_Traffic,CDU,8,Insufficient
Karlsruhe_Background,CDU,18,Sufficient
Karlsruhe_Traffic,CDU,18,Sufficient
Kassel_Background,CDU,14,Sufficient
Kassel_Traffic,CDU,18,Sufficient
Kehl_Background,CDU,2,Insufficient
Kehl_Industrial,CDU,18,Sufficient
Kempten (Allgäu)_Background,CDU,17,Sufficient
Kerpen_Industrial,CDU,1,Insufficient
Kiel_Background,CDU,13,Sufficient
Kiel_Traffic,CDU,13,Sufficient
Koblenz_Traffic,CDU,5,Insufficient
Konstanz_Background,CDU,17,Sufficient
Krefeld_Background,CDU,1,Insufficient
Krefeld_Industrial,CDU,15,Sufficient
Krefeld_Traffic,CDU,11,Sufficient
Kulmbach_Background,CDU,17,Sufficient
Köln_Background,CDU,17,Sufficient
Köln_Traffic,CDU,15,Sufficient
Königs Wusterhausen_Background,CDU,11,Sufficient
Lahr/Schwarzwald_Traffic,CDU,2,Insufficient
Landshut_Traffic,CDU,17,Sufficient
Leinefelde-Worbis_Background,CDU,1,Insufficient
Leinfelden-Echterdingen_Traffic,CDU,5,Insufficient
Leonberg_Traffic,CDU,16,Sufficient
Leverkusen_Background,CDU,17,Sufficient
Leverkusen_Traffic,CDU,5,Insufficient
Lindau (Bodensee)_Traffic,CDU,17,Sufficient
Lingen (Ems)_Background,CDU,18,Sufficient
Luckenwalde_Background,CDU,3,Insufficient
Ludwigsburg_Background,CDU,18,Sufficient
Ludwigsburg_Traffic,CDU,15,Sufficient
Ludwigshafen am Rhein_Background,CDU,5,Insufficient
Ludwigshafen am Rhein_Industrial,CDU,1,Insufficient
Ludwigshafen am Rhein_Traffic,CDU,5,Insufficient
Lübeck_Background,CDU,13,Sufficient
Lübeck_Traffic,CDU,13,Sufficient
Lüdenscheid_Traffic,CDU,1,Insufficient
Lüneburg_Background,CDU,18,Sufficient
Lünen_Background,CDU,17,Sufficient
Lünen_Industrial,CDU,1,Insufficient
Lünen_Traffic,CDU,2,Insufficient
Magdeburg_Background,CDU,18,Sufficient
Magdeburg_Traffic,CDU,18,Sufficient
Mainz_Background,CDU,5,Insufficient
Mainz_Traffic,CDU,5,Insufficient
Mannheim_Background,CDU,11,Sufficient
Mannheim_Industrial,CDU,18,Sufficient
Mannheim_Traffic,CDU,18,Sufficient
Marburg_Background,CDU,18,Sufficient
Marburg_Traffic,CDU,16,Sufficient
Meerbusch_Traffic,CDU,4,Insufficient
Meiningen_Background,CDU,18,Sufficient
Mettmann_Traffic,CDU,10,Sufficient
Mosbach_Background,CDU,1,Insufficient
Mönchengladbach_Background,CDU,3,Insufficient
Mönchengladbach_Traffic,CDU,17,Sufficient
Mühlacker_Traffic,CDU,14,Sufficient
Mülheim an der Ruhr_Background,CDU,17,Sufficient
Mülheim an der Ruhr_Traffic,CDU,10,Sufficient
München_Background,CDU,17,Sufficient
München_Traffic,CDU,17,Sufficient
Münster_Background,CDU,17,Sufficient
Münster_Traffic,CDU,17,Sufficient
Naumburg (Saale)_Background,CDU,8,Insufficient
Netphen_Background,CDU,17,Sufficient
Nettetal_Background,CDU,17,Sufficient
Neu-Ulm_Background,CDU,17,Sufficient
Neubrandenburg_Traffic,CDU,18,Sufficient
Neuruppin_Background,CDU,18,Sufficient
Neuss_Background,CDU,3,Insufficient
Neuss_Traffic,CDU,14,Sufficient
Neustadt an der Weinstraße_Traffic,CDU,5,Insufficient
Neuwied_Background,CDU,5,Insufficient
Neuwied_Traffic,CDU,5,Insufficient
Nordhausen_Background,CDU,18,Sufficient
Nordhausen_Traffic,CDU,1,Insufficient
Nürnberg_Background,CDU,8,Insufficient
Nürnberg_Traffic,CDU,17,Sufficient
Oberhausen_Traffic,CDU,10,Sufficient
Offenbach am Main_Background,CDU,3,Insufficient
Offenbach am Main_Traffic,CDU,12,Sufficient
Offenburg_Background,CDU,7,Insufficient
Osnabrück_Background,CDU,18,Sufficient
Osnabrück_Traffic,CDU,15,Sufficient
Overath_Traffic,CDU,13,Sufficient
Paderborn_Background,CDU,1,Insufficient
Paderborn_Traffic,CDU,12,Sufficient
Passau_Background,CDU,15,Sufficient
Passau_Traffic,CDU,3,Insufficient
Pforzheim_Background,CDU,14,Sufficient
Pforzheim_Traffic,CDU,13,Sufficient
Pirmasens_Background,CDU,5,Insufficient
Potsdam_Background,CDU,18,Sufficient
Potsdam_Traffic,CDU,18,Sufficient
Pulheim_Background,CDU,1,Insufficient
Rastatt_Background,CDU,5,Insufficient
Rastatt_Traffic,CDU,1,Insufficient
Ratingen_Background,CDU,17,Sufficient
Recklinghausen_Industrial,CDU,1,Insufficient
Recklinghausen_Traffic,CDU,12,Sufficient
Regensburg_Traffic,CDU,17,Sufficient
Remscheid_Traffic,CDU,13,Sufficient
Remseck am Neckar_Traffic,CDU,4,Insufficient
Reutlingen_Background,CDU,18,Sufficient
Reutlingen_Traffic,CDU,15,Sufficient
Rheinfelden (Baden)_Background,CDU,1,Insufficient
Riedstadt_Background,CDU,18,Sufficient
Rinteln_Background,CDU,18,Sufficient
Rostock_Background,CDU,15,Sufficient
Rostock_Industrial,CDU,6,Insufficient
Rostock_Traffic,CDU,18,Sufficient
Rottweil_Background,CDU,1,Insufficient
Rudolstadt_Background,CDU,2,Insufficient
Saarbrücken_Background,CDU,18,Sufficient
Saarbrücken_Traffic,CDU,17,Sufficient
Saarlouis_Background,CDU,18,Sufficient
Salzgitter_Industrial,CDU,13,Sufficient
Salzwedel_Background,CDU,8,Insufficient
Schramberg_Traffic,CDU,14,Sufficient
Schwabach_Background,CDU,8,Insufficient
Schwandorf_Background,CDU,17,Sufficient
Schwedt/Oder_Industrial,CDU,18,Sufficient
Schweinfurt_Background,CDU,7,Insufficient
Schweinfurt_Traffic,CDU,10,Sufficient
Schwerin_Traffic,CDU,18,Sufficient
Schwerte_Background,CDU,17,Sufficient
Schwerte_Traffic,CDU,9,Sufficient
Schwäbisch Gmünd_Traffic,CDU,13,Sufficient
Schwäbisch Hall_Background,CDU,16,Sufficient
Senftenberg_Background,CDU,5,Insufficient
Siegen_Traffic,CDU,14,Sufficient
Sindelfingen_Traffic,CDU,2,Insufficient
Soest_Background,CDU,17,Sufficient
Solingen_Background,CDU,17,Sufficient
Solingen_Traffic,CDU,4,Insufficient
Sondershausen_Background,CDU,18,Sufficient
Speyer_Background,CDU,1,Insufficient
Speyer_Traffic,CDU,4,Insufficient
Spremberg_Background,CDU,12,Sufficient
Spremberg_Industrial,CDU,9,Sufficient
Stendal_Background,CDU,18,Sufficient
Stralsund_Traffic,CDU,18,Sufficient
Stuttgart_Background,CDU,18,Sufficient
Stuttgart_Industrial,CDU,1,Insufficient
Stuttgart_Traffic,CDU,18,Sufficient
Suhl_Background,CDU,2,Insufficient
Suhl_Traffic,CDU,18,Sufficient
Trier_Traffic,CDU,5,Insufficient
Tuttlingen_Background,CDU,1,Insufficient
Tübingen_Background,CDU,18,Sufficient
Tübingen_Traffic,CDU,14,Sufficient
Ulm_Background,CDU,18,Sufficient
Ulm_Traffic,CDU,15,Sufficient
Unna_Background,CDU,17,Sufficient
Villingen-Schwenningen_Background,CDU,18,Sufficient
Völklingen_Background,CDU,18,Sufficient
Waiblingen_Background,CDU,8,Insufficient
Waldshut-Tiengen_Traffic,CDU,8,Insufficient
Walsrode_Background,CDU,18,Sufficient
Warstein_Industrial,CDU,13,Sufficient
Weil am Rhein_Background,CDU,18,Sufficient
Weil am Rhein_Traffic,CDU,2,Insufficient
Weimar_Background,CDU,12,Sufficient
Weimar_Traffic,CDU,18,Sufficient
Weißenfels_Traffic,CDU,18,Sufficient
Wernigerode_Background,CDU,18,Sufficient
Wesel_Background,CDU,17,Sufficient
Wetzlar_Background,CDU,8,Insufficient
Wetzlar_Traffic,CDU,10,Sufficient
Wiesbaden_Background,CDU,18,Sufficient
Wiesbaden_Traffic,CDU,18,Sufficient
Wiesloch_Background,CDU,18,Sufficient
Wiesloch_Traffic,CDU,1,Insufficient
Wilhelmshaven_Background,CDU,18,Sufficient
Witten_Industrial,CDU,2,Insufficient
Witten_Traffic,CDU,11,Sufficient
Wittenberg_Background,CDU,18,Sufficient
Wittenberg_Traffic,CDU,18,Sufficient
Wolfsburg_Background,CDU,18,Sufficient
Wolfsburg_Traffic,CDU,8,Insufficient
Worms_Traffic,CDU,5,Insufficient
Wuppertal_Background,CDU,9,Sufficient
Wuppertal_Traffic,CDU,17,Sufficient
Wülfrath_Industrial,CDU,1,Insufficient
Würzburg_Background,CDU,11,Sufficient
Würzburg_Traffic,CDU,17,Sufficient
Zeitz_Background,CDU,5,Insufficient
Öhringen_Background,CDU,2,Insufficient
Aachen_Background,AfD,17,Sufficient
Aachen_Traffic,AfD,17,Sufficient
Aalen_Background,AfD,18,Sufficient
Altenburg_Background,AfD,8,Insufficient
Altenburg_Traffic,AfD,10,Sufficient
Ansbach_Traffic,AfD,17,Sufficient
Arnstadt_Background,AfD,2,Insufficient
Aschaffenburg_Background,AfD,17,Sufficient
Aschersleben_Traffic,AfD,18,Sufficient
Augsburg_Background,AfD,17,Sufficient
Augsburg_Traffic,AfD,17,Sufficient
Backnang_Traffic,AfD,6,Insufficient
Bad Salzuflen_Traffic,AfD,1,Insufficient
Bad Waldsee_Background,AfD,1,Insufficient
Baden-Baden_Background,AfD,18,Sufficient
Balingen_Traffic,AfD,6,Insufficient
Bamberg_Background,AfD,17,Sufficient
Bayreuth_Traffic,AfD,17,Sufficient
Berlin_Background,AfD,18,Sufficient
Berlin_Industrial,AfD,10,Sufficient
Berlin_Traffic,AfD,18,Sufficient
Bernau bei Berlin_Background,AfD,8,Insufficient
Bernau bei Berlin_Traffic,AfD,15,Sufficient
Bernburg (Saale)_Background,AfD,8,Insufficient
Bernburg (Saale)_Traffic,AfD,10,Sufficient
Biberach an der Riß_Background,AfD,18,Sufficient
Bielefeld_Background,AfD,17,Sufficient
Bielefeld_Traffic,AfD,15,Sufficient
Bietigheim-Bissingen_Traffic,AfD,10,Sufficient
Bitterfeld-Wolfen_Industrial,AfD,14,Sufficient
Bochum_Traffic,AfD,11,Sufficient
Bonn_Background,AfD,17,Sufficient
Bonn_Traffic,AfD,12,Sufficient
Borken_Background,AfD,17,Sufficient
Bottrop_Industrial,AfD,17,Sufficient
Bottrop_Traffic,AfD,12,Sufficient
Brandenburg an der Havel_Background,AfD,18,Sufficient
Brandenburg an der Havel_Traffic,AfD,18,Sufficient
Braunschweig_Background,AfD,18,Sufficient
Braunschweig_Traffic,AfD,16,Sufficient
Bremen_Background,AfD,18,Sufficient
Bremen_Industrial,AfD,11,Sufficient
Bremen_Traffic,AfD,18,Sufficient
Bremerhaven_Background,AfD,18,Sufficient
Bremerhaven_Traffic,AfD,14,Sufficient
Burg_Background,AfD,18,Sufficient
Burgdorf_Traffic,AfD,6,Insufficient
Böblingen_Background,AfD,3,Insufficient
Calw_Background,AfD,1,Insufficient
Castrop-Rauxel_Industrial,AfD,2,Insufficient
Castrop-Rauxel_Traffic,AfD,2,Insufficient
Celle_Traffic,AfD,3,Insufficient
Coburg_Traffic,AfD,10,Sufficient
Cottbus_Background,AfD,18,Sufficient
Cottbus_Traffic,AfD,18,Sufficient
Cuxhaven_Background,AfD,18,Sufficient
Darmstadt_Background,AfD,18,Sufficient
Darmstadt_Traffic,AfD,18,Sufficient
Datteln_Background,AfD,17,Sufficient
Dessau-Roßlau_Traffic,AfD,13,Sufficient
Dinslaken_Traffic,AfD,12,Sufficient
Dormagen_Background,AfD,4,Insufficient
Dortmund_Background,AfD,17,Sufficient
Dortmund_Traffic,AfD,17,Sufficient
Duderstadt_Background,AfD,18,Sufficient
Duisburg_Background,AfD,4,Insufficient
Duisburg_Industrial,AfD,17,Sufficient
Duisburg_Traffic,AfD,17,Sufficient
Düren_Traffic,AfD,11,Sufficient
Düsseldorf_Background,AfD,17,Sufficient
Düsseldorf_Traffic,AfD,17,Sufficient
Eberswalde_Traffic,AfD,15,Sufficient
Eisenach_Background,AfD,18,Sufficient
Eisenhüttenstadt_Industrial,AfD,18,Sufficient
Elsdorf_Industrial,AfD,7,Insufficient
Emden_Background,AfD,18,Sufficient
Erfurt_Background,AfD,18,Sufficient
Erfurt_Traffic,AfD,18,Sufficient
Erlangen_Background,AfD,17,Sufficient
Erlangen_Traffic,AfD,8,Insufficient
Eschweiler_Industrial,AfD,1,Insufficient
Eschweiler_Traffic,AfD,11,Sufficient
Essen_Background,AfD,17,Sufficient
Essen_Industrial,AfD,1,Insufficient
Essen_Traffic,AfD,17,Sufficient
Esslingen am Neckar_Background,AfD,1,Insufficient
Esslingen am Neckar_Traffic,AfD,6,Insufficient
Fellbach_Background,AfD,1,Insufficient
Filderstadt_Background,AfD,18,Sufficient
Flensburg_Traffic,AfD,13,Sufficient
Frankenthal (Pfalz)_Traffic,AfD,5,Insufficient
Frankfurt (Oder)_Background,AfD,18,Sufficient
Frankfurt (Oder)_Traffic,AfD,18,Sufficient
Frankfurt am Main_Background,AfD,18,Sufficient
Frankfurt am Main_Traffic,AfD,18,Sufficient
Freiburg im Breisgau_Background,AfD,18,Sufficient
Freiburg im Breisgau_Traffic,AfD,18,Sufficient
Freudenstadt_Background,AfD,8,Insufficient
Friedrichshafen_Background,AfD,8,Insufficient
Friedrichshafen_Traffic,AfD,11,Sufficient
Fulda_Background,AfD,16,Sufficient
Fulda_Traffic,AfD,18,Sufficient
Fürth_Background,AfD,17,Sufficient
Fürth_Traffic,AfD,11,Sufficient
Garmisch-Partenkirchen_Background,AfD,17,Sufficient
Geislingen an der Steige_Traffic,AfD,3,Insufficient
Gelsenkirchen_Background,AfD,17,Sufficient
Gelsenkirchen_Traffic,AfD,11,Sufficient
Gera_Background,AfD,18,Sufficient
Gera_Traffic,AfD,13,Sufficient
Gevelsberg_Traffic,AfD,9,Sufficient
Gießen_Background,AfD,5,Insufficient
Gießen_Traffic,AfD,16,Sufficient
Gladbeck_Traffic,AfD,11,Sufficient
Goslar_Background,AfD,18,Sufficient
Gotha_Traffic,AfD,1,Insufficient
Greiz_Background,AfD,18,Sufficient
Grevenbroich_Industrial,AfD,8,Insufficient
Göppingen_Background,AfD,1,Insufficient
Göttingen_Background,AfD,18,Sufficient
Göttingen_Traffic,AfD,15,Sufficient
Güstrow_Background,AfD,17,Sufficient
Hagen_Traffic,AfD,17,Sufficient
Halberstadt_Background,AfD,18,Sufficient
Halberstadt_Traffic,AfD,12,Sufficient
Halle (Saale)_Background,AfD,18,Sufficient
Halle (Saale)_Traffic,AfD,18,Sufficient
Halle (Westf.)_Traffic,AfD,11,Sufficient
Hameln_Traffic,AfD,12,Sufficient
Hamm_Traffic,AfD,10,Sufficient
Hanau_Background,AfD,8,Insufficient
Hanau_Traffic,AfD,10,Sufficient
Hannover_Background,AfD,18,Sufficient
Hannover_Traffic,AfD,18,Sufficient
Hattingen_Background,AfD,17,Sufficient
Heidelberg_Background,AfD,8,Insufficient
Heidelberg_Traffic,AfD,18,Sufficient
Heidenheim an der Brenz_Background,AfD,1,Insufficient
Heidenheim an der Brenz_Traffic,AfD,12,Sufficient
Heilbronn_Background,AfD,8,Insufficient
Heilbronn_Traffic,AfD,18,Sufficient
Herne_Traffic,AfD,11,Sufficient
Herrenberg_Traffic,AfD,14,Sufficient
Herten_Traffic,AfD,2,Insufficient
Hildesheim_Traffic,AfD,11,Sufficient
Hof_Background,AfD,17,Sufficient
Horb am Neckar_Background,AfD,1,Insufficient
Hürth_Industrial,AfD,17,Sufficient
Hürth_Traffic,AfD,11,Sufficient
Ilmenau_Background,AfD,1,Insufficient
Ingolstadt_Traffic,AfD,17,Sufficient
Iserlohn_Traffic,AfD,3,Insufficient
Jena_Background,AfD,18,Sufficient
Jena_Traffic,AfD,16,Sufficient
Jüchen_Industrial,AfD,7,Insufficient
Kaiserslautern_Background,AfD,5,Insufficient
Kaiserslautern_Traffic,AfD,5,Insufficient
Kamen_Traffic,AfD,8,Insufficient
Karlsruhe_Background,AfD,18,Sufficient
Karlsruhe_Traffic,AfD,18,Sufficient
Kassel_Background,AfD,14,Sufficient
Kassel_Traffic,AfD,18,Sufficient
Kehl_Background,AfD,2,Insufficient
Kehl_Industrial,AfD,18,Sufficient
Kempten (Allgäu)_Background,AfD,17,Sufficient
Kerpen_Industrial,AfD,1,Insufficient
Kiel_Background,AfD,13,Sufficient
Kiel_Traffic,AfD,13,Sufficient
Koblenz_Traffic,AfD,5,Insufficient
Konstanz_Background,AfD,17,Sufficient
Krefeld_Background,AfD,1,Insufficient
Krefeld_Industrial,AfD,15,Sufficient
Krefeld_Traffic,AfD,11,Sufficient
Kulmbach_Background,AfD,17,Sufficient
Köln_Background,AfD,17,Sufficient
Köln_Traffic,AfD,15,Sufficient
Königs Wusterhausen_Background,AfD,11,Sufficient
Lahr/Schwarzwald_Traffic,AfD,2,Insufficient
Landshut_Traffic,AfD,17,Sufficient
Leinefelde-Worbis_Background,AfD,1,Insufficient
Leinfelden-Echterdingen_Traffic,AfD,5,Insufficient
Leonberg_Traffic,AfD,16,Sufficient
Leverkusen_Background,AfD,17,Sufficient
Leverkusen_Traffic,AfD,5,Insufficient
Lindau (Bodensee)_Traffic,AfD,17,Sufficient
Lingen (Ems)_Background,AfD,18,Sufficient
Luckenwalde_Background,AfD,3,Insufficient
Ludwigsburg_Background,AfD,18,Sufficient
Ludwigsburg_Traffic,AfD,15,Sufficient
Ludwigshafen am Rhein_Background,AfD,5,Insufficient
Ludwigshafen am Rhein_Industrial,AfD,1,Insufficient
Ludwigshafen am Rhein_Traffic,AfD,5,Insufficient
Lübeck_Background,AfD,13,Sufficient
Lübeck_Traffic,AfD,13,Sufficient
Lüdenscheid_Traffic,AfD,1,Insufficient
Lüneburg_Background,AfD,18,Sufficient
Lünen_Background,AfD,17,Sufficient
Lünen_Industrial,AfD,1,Insufficient
Lünen_Traffic,AfD,2,Insufficient
Magdeburg_Background,AfD,18,Sufficient
Magdeburg_Traffic,AfD,18,Sufficient
Mainz_Background,AfD,5,Insufficient
Mainz_Traffic,AfD,5,Insufficient
Mannheim_Background,AfD,11,Sufficient
Mannheim_Industrial,AfD,18,Sufficient
Mannheim_Traffic,AfD,18,Sufficient
Marburg_Background,AfD,18,Sufficient
Marburg_Traffic,AfD,16,Sufficient
Meerbusch_Traffic,AfD,4,Insufficient
Meiningen_Background,AfD,18,Sufficient
Mettmann_Traffic,AfD,10,Sufficient
Mosbach_Background,AfD,1,Insufficient
Mönchengladbach_Background,AfD,3,Insufficient
Mönchengladbach_Traffic,AfD,17,Sufficient
Mühlacker_Traffic,AfD,14,Sufficient
Mülheim an der Ruhr_Background,AfD,17,Sufficient
Mülheim an der Ruhr_Traffic,AfD,10,Sufficient
München_Background,AfD,17,Sufficient
München_Traffic,AfD,17,Sufficient
Münster_Background,AfD,17,Sufficient
Münster_Traffic,AfD,17,Sufficient
Naumburg (Saale)_Background,AfD,8,Insufficient
Netphen_Background,AfD,17,Sufficient
Nettetal_Background,AfD,17,Sufficient
Neu-Ulm_Background,AfD,17,Sufficient
Neubrandenburg_Traffic,AfD,18,Sufficient
Neuruppin_Background,AfD,18,Sufficient
Neuss_Background,AfD,3,Insufficient
Neuss_Traffic,AfD,14,Sufficient
Neustadt an der Weinstraße_Traffic,AfD,5,Insufficient
Neuwied_Background,AfD,5,Insufficient
Neuwied_Traffic,AfD,5,Insufficient
Nordhausen_Background,AfD,18,Sufficient
Nordhausen_Traffic,AfD,1,Insufficient
Nürnberg_Background,AfD,8,Insufficient
Nürnberg_Traffic,AfD,17,Sufficient
Oberhausen_Traffic,AfD,10,Sufficient
Offenbach am Main_Background,AfD,3,Insufficient
Offenbach am Main_Traffic,AfD,12,Sufficient
Offenburg_Background,AfD,7,Insufficient
Osnabrück_Background,AfD,18,Sufficient
Osnabrück_Traffic,AfD,15,Sufficient
Overath_Traffic,AfD,13,Sufficient
Paderborn_Background,AfD,1,Insufficient
Paderborn_Traffic,AfD,12,Sufficient
Passau_Background,AfD,15,Sufficient
Passau_Traffic,AfD,3,Insufficient
Pforzheim_Background,AfD,14,Sufficient
Pforzheim_Traffic,AfD,13,Sufficient
Pirmasens_Background,AfD,5,Insufficient
Potsdam_Background,AfD,18,Sufficient
Potsdam_Traffic,AfD,18,Sufficient
Pulheim_Background,AfD,1,Insufficient
Rastatt_Background,AfD,5,Insufficient
Rastatt_Traffic,AfD,1,Insufficient
Ratingen_Background,AfD,17,Sufficient
Recklinghausen_Industrial,AfD,1,Insufficient
Recklinghausen_Traffic,AfD,12,Sufficient
Regensburg_Traffic,AfD,17,Sufficient
Remscheid_Traffic,AfD,13,Sufficient
Remseck am Neckar_Traffic,AfD,4,Insufficient
Reutlingen_Background,AfD,18,Sufficient
Reutlingen_Traffic,AfD,15,Sufficient
Rheinfelden (Baden)_Background,AfD,1,Insufficient
Riedstadt_Background,AfD,18,Sufficient
Rinteln_Background,AfD,18,Sufficient
Rostock_Background,AfD,15,Sufficient
Rostock_Industrial,AfD,6,Insufficient
Rostock_Traffic,AfD,18,Sufficient
Rottweil_Background,AfD,1,Insufficient
Rudolstadt_Background,AfD,2,Insufficient
Saarbrücken_Background,AfD,18,Sufficient
Saarbrücken_Traffic,AfD,17,Sufficient
Saarlouis_Background,AfD,18,Sufficient
Salzgitter_Industrial,AfD,13,Sufficient
Salzwedel_Background,AfD,8,Insufficient
Schramberg_Traffic,AfD,14,Sufficient
Schwabach_Background,AfD,8,Insufficient
Schwandorf_Background,AfD,17,Sufficient
Schwedt/Oder_Industrial,AfD,18,Sufficient
Schweinfurt_Background,AfD,7,Insufficient
Schweinfurt_Traffic,AfD,10,Sufficient
Schwerin_Traffic,AfD,18,Sufficient
Schwerte_Background,AfD,17,Sufficient
Schwerte_Traffic,AfD,9,Sufficient
Schwäbisch Gmünd_Traffic,AfD,13,Sufficient
Schwäbisch Hall_Background,AfD,16,Sufficient
Senftenberg_Background,AfD,5,Insufficient
Siegen_Traffic,AfD,14,Sufficient
Sindelfingen_Traffic,AfD,2,Insufficient
Soest_Background,AfD,17,Sufficient
Solingen_Background,AfD,17,Sufficient
Solingen_Traffic,AfD,4,Insufficient
Sondershausen_Background,AfD,18,Sufficient
Speyer_Background,AfD,1,Insufficient
Speyer_Traffic,AfD,4,Insufficient
Spremberg_Background,AfD,12,Sufficient
Spremberg_Industrial,AfD,9,Sufficient
Stendal_Background,AfD,18,Sufficient
Stralsund_Traffic,AfD,18,Sufficient
Stuttgart_Background,AfD,18,Sufficient
Stuttgart_Industrial,AfD,1,Insufficient
Stuttgart_Traffic,AfD,18,Sufficient
Suhl_Background,AfD,2,Insufficient
Suhl_Traffic,AfD,18,Sufficient
Trier_Traffic,AfD,5,Insufficient
Tuttlingen_Background,AfD,1,Insufficient
Tübingen_Background,AfD,18,Sufficient
Tübingen_Traffic,AfD,14,Sufficient
Ulm_Background,AfD,18,Sufficient
Ulm_Traffic,AfD,15,Sufficient
Unna_Background,AfD,17,Sufficient
Villingen-Schwenningen_Background,AfD,18,Sufficient
Völklingen_Background,AfD,18,Sufficient
Waiblingen_Background,AfD,8,Insufficient
Waldshut-Tiengen_Traffic,AfD,8,Insufficient
Walsrode_Background,AfD,18,Sufficient
Warstein_Industrial,AfD,13,Sufficient
Weil am Rhein_Background,AfD,18,Sufficient
Weil am Rhein_Traffic,AfD,2,Insufficient
Weimar_Background,AfD,12,Sufficient
Weimar_Traffic,AfD,18,Sufficient
Weißenfels_Traffic,AfD,18,Sufficient
Wernigerode_Background,AfD,18,Sufficient
Wesel_Background,AfD,17,Sufficient
Wetzlar_Background,AfD,8,Insufficient
Wetzlar_Traffic,AfD,10,Sufficient
Wiesbaden_Background,AfD,18,Sufficient
Wiesbaden_Traffic,AfD,18,Sufficient
Wiesloch_Background,AfD,18,Sufficient
Wiesloch_Traffic,AfD,1,Insufficient
Wilhelmshaven_Background,AfD,18,Sufficient
Witten_Industrial,AfD,2,Insufficient
Witten_Traffic,AfD,11,Sufficient
Wittenberg_Background,AfD,18,Sufficient
Wittenberg_Traffic,AfD,18,Sufficient
Wolfsburg_Background,AfD,18,Sufficient
Wolfsburg_Traffic,AfD,8,Insufficient
Worms_Traffic,AfD,5,Insufficient
Wuppertal_Background,AfD,9,Sufficient
Wuppertal_Traffic,AfD,17,Sufficient
Wülfrath_Industrial,AfD,1,Insufficient
Würzburg_Background,AfD,11,Sufficient
Würzburg_Traffic,AfD,17,Sufficient
