Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120720002002,72,002,Am Mellensee,P,DIE LINKE,DIE LINKE,687,5.3,1,1,1,
Gemeindevertretung,120720002002,72,002,Am Mellensee,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,376,2.9,0,0,0,
Gemeindevertretung,120720002002,72,002,Am Mellensee,WG,UWG,Unabhängige Wählergemeinschaft,3050,23.7,4,0,4,
Gemeindevertretung,120720002002,72,002,Am Mellensee,WG,3punkt0,Wählergemeinschaft 3punkt0 – gemeinsam für Am Mellensee,2132,16.6,3,1,3,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,15,x,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,15,100,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Wahlberechtigt,Wahlberechtigt,3648,100,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Wähler,Wähler,2537,69.5,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Wahlschein,Wahlschein,700,27.6,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Ungültig,Ungültig,58,2.3,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Gültig,Gültig,7367,96.8,,,,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",,Sitze,Sitze,15,x,15,3,16,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1519,20.6,3,1,3,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1459,19.8,3,0,3,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",P,DIE LINKE,DIE LINKE,1200,16.3,3,0,3,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,185,2.5,0,0,0,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",WG,LOB,Wählergruppe Listenvereinigung Ortsteile Baruth/Mark (LOB),1549,21,3,1,3,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",WG,WFN,Wählergruppe Frauennetzwerk Baruth,540,7.3,1,1,1,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",EB,EB Härtel,Einzelwahlvorschlag Härtel,706,9.6,1,0,2,
Gemeindevertretung,120720014014,72,014,"Baruth/Mark, Stadt",EB,EB Schröter,Einzelwahlvorschlag Schröter,209,2.8,1,0,1,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,39,x,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,39,100,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Wahlberechtigt,Wahlberechtigt,23783,100,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Wähler,Wähler,15586,65.5,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Wahlschein,Wahlschein,4744,30.4,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Ungültig,Ungültig,249,1.6,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Gültig,Gültig,45631,97.6,,,,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,,Sitze,Sitze,32,x,32,12,32,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,SPD,Sozialdemokratische Partei Deutschlands,8796,19.3,6,2,6,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,CDU,Christlich Demokratische Union Deutschlands,8281,18.1,6,3,6,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,AfD,Alternative für Deutschland,10308,22.6,7,1,7,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,DIE LINKE,DIE LINKE,2198,4.8,2,1,2,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,LV,BVB / FREIE WÄHLER Blankenfelde-Mahlow,Brandenburger Vereinigte Bürgerbewegung Blankenfelde-Mahlow,5196,11.4,4,2,4,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2976,6.5,2,2,2,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,P,FDP,Freie Demokratische Partei,2026,4.4,1,0,1,
Gemeindevertretung,120720017017,72,017,Blankenfelde-Mahlow,WG,FreieWG,Freie Wählergruppe,5850,12.8,4,1,4,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,11,x,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,11,100,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Wahlberechtigt,Wahlberechtigt,7611,100,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Wähler,Wähler,5119,67.3,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Wahlschein,Wahlschein,1683,32.9,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Ungültig,Ungültig,193,3.8,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Gültig,Gültig,14570,94.9,,,,
Gemeindevertretung,120720120120,72,120,Großbeeren,,Sitze,Sitze,18,x,18,7,18,
Gemeindevertretung,120720120120,72,120,Großbeeren,P,SPD,Sozialdemokratische Partei Deutschlands,1843,12.6,2,1,2,
Gemeindevertretung,120720120120,72,120,Großbeeren,P,CDU,Christlich Demokratische Union Deutschlands,4775,32.8,6,3,6,
Gemeindevertretung,120720120120,72,120,Großbeeren,P,DIE LINKE,DIE LINKE,411,2.8,1,0,1,
Gemeindevertretung,120720120120,72,120,Großbeeren,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1399,9.6,2,1,2,
Gemeindevertretung,120720120120,72,120,Großbeeren,P,FDP,Freie Demokratische Partei,1070,7.3,1,0,1,
Gemeindevertretung,120720120120,72,120,Großbeeren,WG,WfG,WIR FÜR GROßBEEREN,1763,12.1,2,0,2,
Gemeindevertretung,120720120120,72,120,Großbeeren,EB,EB Gatzky,Einzelwahlvorschlag Annette Gatzky,859,5.9,1,1,1,
Gemeindevertretung,120720120120,72,120,Großbeeren,EB,EB Siegmann,Einzelwahlvorschlag Detlev Siegmann,191,1.3,0,0,0,
Gemeindevertretung,120720120120,72,120,Großbeeren,WG,UGDS,Unser Großbeeren - Deine Stimme,2259,15.5,3,1,3,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,22,x,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,22,100,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Wahlberechtigt,Wahlberechtigt,10601,100,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Wähler,Wähler,6825,64.4,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Wahlschein,Wahlschein,1621,23.8,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Ungültig,Ungültig,142,2.1,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Gültig,Gültig,19799,96.7,,,,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",,Sitze,Sitze,22,x,22,5,22,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,3202,16.2,3,1,3,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1141,5.8,1,0,1,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",P,AfD,Alternative für Deutschland,2618,13.2,3,1,3,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",P,DIE LINKE,DIE LINKE,1431,7.2,2,1,2,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",PV,BV,Bauernverband Teltow-Fläming,2421,12.2,3,0,3,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",WG,FJB,Für Jüterbog Wählergruppe,2020,10.2,2,1,2,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",WG,BBJ,Bürgerbündnis Jüterbog Wählergruppe,2319,11.7,3,0,3,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",WG,WSJ,Wir sind Jüterbog Wählergruppe,2113,10.7,2,0,2,
Gemeindevertretung,120720169169,72,169,"Jüterbog, Stadt",WG,JuO,Jüterbog und Ortsteile Wählergruppe,2534,12.8,3,1,3,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,20,x,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,20,100,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Wahlberechtigt,Wahlberechtigt,17083,100,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Wähler,Wähler,10071,59,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Wahlschein,Wahlschein,2608,25.9,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Ungültig,Ungültig,343,3.4,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Gültig,Gültig,28806,95.3,,,,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",,Sitze,Sitze,28,x,28,6,28,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,6256,21.7,6,1,6,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,5396,18.7,5,1,5,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",P,DIE LINKE,DIE LINKE,3830,13.3,4,1,4,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,831,2.9,1,0,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",PV,BV,Bauernverband Teltow-Fläming,1292,4.5,1,0,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",P,FDP,Freie Demokratische Partei,869,3,1,0,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",LV,Die PARTEI - Die PDS,"Listenvereinigung von Die Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative (Die PARTEI) und die partei der sorben (PDS)",761,2.6,1,1,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",WG,GfL,Gemeinsam für Luckenwalde,7017,24.4,7,1,7,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",EB,EB Teichert,Einzelwahlvorschlag Teichert,1014,3.5,1,0,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",WG,LÖS,Luckenwalde Ökologisch Sozial,1168,4.1,1,1,1,
Gemeindevertretung,120720232232,72,232,"Luckenwalde, Stadt",EB,EB Recknagel,Einzelwahlvorschlag Recknagel,372,1.3,0,0,0,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,40,x,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,40,100,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Wahlberechtigt,Wahlberechtigt,24105,100,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Wähler,Wähler,14195,58.9,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Wahlschein,Wahlschein,5160,36.4,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Ungültig,Ungültig,253,1.8,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Gültig,Gültig,41435,97.3,,,,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",,Sitze,Sitze,30,x,30,8,30,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,10341,25,8,3,8,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,6702,16.2,5,1,5,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",P,AfD,Alternative für Deutschland,7368,17.8,5,0,5,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",P,DIE LINKE,DIE LINKE,3401,8.2,2,1,2,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",WG,Freie Wähler Ludwigsfelde,Freie Wähler Ludwigsfelde,2947,7.1,2,1,2,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",P,FDP,Freie Demokratische Partei,1012,2.4,1,0,1,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",LV,GRÜNE/B 90 - VEREINTE.WfLU,BÜNDNIS 90/DIE GRÜNEN - VEREINTE. Wir für Ludwigsfelde,2234,5.4,2,0,2,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",WG,FiLu,Frauen in Ludwigsfelde,1095,2.6,1,1,1,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",WG,Familie und Sport,Familie und Sport in Lu,4189,10.1,3,1,3,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",EB,EB John,Einzelwahlvorschlag John,257,0.6,0,0,0,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",WG,OPTION+,Wählergruppe OPTION+ Freie Bürger für Ludwigsfelde,1234,3,1,0,1,
Gemeindevertretung,120720240240,72,240,"Ludwigsfelde, Stadt",WG,WG 11+1 für LU,Wählergruppe 11 Ortsteile + 1 Kernstadt für Ludwigsfelde,655,1.6,0,0,0,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,14,x,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,14,100,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Wahlberechtigt,Wahlberechtigt,5073,100,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Wähler,Wähler,3307,65.2,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Wahlschein,Wahlschein,676,20.4,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Ungültig,Ungültig,63,1.9,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Gültig,Gültig,9663,97.4,,,,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,,Sitze,Sitze,16,x,16,3,18,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,P,SPD,Sozialdemokratische Partei Deutschlands,1183,12.2,2,1,2,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,P,CDU,Christlich Demokratische Union Deutschlands,648,6.7,1,0,1,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,P,AfD,Alternative für Deutschland,1932,20,2,1,4,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,P,DIE LINKE,DIE LINKE,869,9,2,1,2,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,300,3.1,1,0,1,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,PV,BV,Bauernverband Teltow-Fläming,1734,17.9,3,0,3,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,WG,Bürgergemeinschaft Niedergörsdorf,Bürgergemeinschaft der Gemeinde Niedergörsdorf,1776,18.4,3,0,3,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,WG,ALFA,Altes Lager für Alle,994,10.3,2,0,2,
Gemeindevertretung,120720297297,72,297,Niedergörsdorf,EB,EWV Tampe,Einzelwahlvorschlag Tampe,227,2.3,0,0,0,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,24,x,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,24,100,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Wahlberechtigt,Wahlberechtigt,5640,100,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Wähler,Wähler,4097,72.6,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Wahlschein,Wahlschein,935,22.8,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Ungültig,Ungültig,63,1.5,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Gültig,Gültig,12025,97.8,,,,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,,Sitze,Sitze,18,x,18,5,18,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,SPD,Sozialdemokratische Partei Deutschlands,942,7.8,1,0,1,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,CDU,Christlich Demokratische Union Deutschlands,805,6.7,1,0,1,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,AfD,Alternative für Deutschland,2687,22.3,4,1,4,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,DIE LINKE,DIE LINKE,531,4.4,1,0,1,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,354,2.9,0,0,0,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,P,FDP,Freie Demokratische Partei,595,4.9,1,1,1,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,WG,WG GNU,Wählergruppe Gemeinsam für Nuthe-Urstromtal,3128,26,5,2,5,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,WG,WG GUW,Wählergruppe Gemeinschaft Unabhängiger Wähler,1944,16.2,3,0,3,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,EB,EWV Zabel,Einzelwahlvorschlag Zabel,384,3.2,1,1,1,
Gemeindevertretung,120720312312,72,312,Nuthe-Urstromtal,WG,WG NANU,Wählergruppe NEUTRAL AUS NUTHE-URSTROMTAL,655,5.4,1,0,1,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,26,x,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,26,100,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Wahlberechtigt,Wahlberechtigt,9630,100,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Wähler,Wähler,7011,72.8,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Wahlschein,Wahlschein,2324,33.1,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Ungültig,Ungültig,89,1.3,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Gültig,Gültig,20260,96.3,,,,
Gemeindevertretung,120720340340,72,340,Rangsdorf,,Sitze,Sitze,21,x,21,8,22,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,SPD,Sozialdemokratische Partei Deutschlands,3969,19.6,4,1,4,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,CDU,Christlich Demokratische Union Deutschlands,3878,19.1,4,2,4,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,AfD,Alternative für Deutschland,2800,13.8,2,1,3,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,DIE LINKE,DIE LINKE,944,4.7,1,1,1,
Gemeindevertretung,120720340340,72,340,Rangsdorf,WG,DIE RANGSDORFER,DIE RANGSDORFER - Bürger für Rangsdorf e.V.,3212,15.9,4,1,4,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1494,7.4,2,1,2,
Gemeindevertretung,120720340340,72,340,Rangsdorf,P,FDP,Freie Demokratische Partei,3050,15.1,3,1,3,
Gemeindevertretung,120720340340,72,340,Rangsdorf,EB,EB Schwarz,Einzelwahlvorschlag Schwarz,913,4.5,1,0,1,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,18,x,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,18,100,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Wahlberechtigt,Wahlberechtigt,8265,100,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Wähler,Wähler,5733,69.4,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Wahlschein,Wahlschein,1482,25.9,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Ungültig,Ungültig,97,1.7,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Gültig,Gültig,16780,97.6,,,,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",,Sitze,Sitze,18,x,18,5,18,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1912,11.4,2,1,2,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3703,22.1,4,1,4,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",P,AfD,Alternative für Deutschland,3724,22.2,4,1,4,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",P,DIE LINKE,DIE LINKE,476,2.8,0,0,0,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",WG,UFW,Wählergruppe Unabhängige Freie Wähler,1734,10.3,2,0,2,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,704,4.2,1,1,1,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",LV,Die PARTEI - Die PDS,"Listenvereinigung von Die Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative (Die PARTEI) und die partei der sorben (PDS)",333,2,0,0,0,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",WG,WG Frischer Wind,Wählergruppe Frischer Wind,2687,16,3,0,3,
Gemeindevertretung,120720426426,72,426,"Trebbin, Stadt",WG,N L,Wählergruppe Neue Liste,1507,9,2,1,2,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,28,x,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,28,100,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Wahlberechtigt,Wahlberechtigt,17166,100,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Wähler,Wähler,10553,61.5,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Wahlschein,Wahlschein,3545,33.6,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Ungültig,Ungültig,206,2,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Gültig,Gültig,30808,97.3,,,,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",,Sitze,Sitze,28,x,28,8,28,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,2793,9.1,3,0,3,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,4862,15.8,4,2,4,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",P,AfD,Alternative für Deutschland,7053,22.9,6,2,6,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",P,DIE LINKE,DIE LINKE,1728,5.6,2,1,2,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,Plan B,Plan B - Freie Wähler Zossen,4837,15.7,4,1,4,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1623,5.3,2,1,2,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,VUB,Vereinigung Unabhängiger Bürger,3292,10.7,3,0,3,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,WFZ & TF,Wir für Zossen & TF,1153,3.7,1,0,1,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,AfZ,Allianz für Zossen,1349,4.4,1,0,1,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,WG Kallinchen,Wählergemeinschaft Kallinchen,780,2.5,1,0,1,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",EB,EW Teichmann,Einzelwahlvorschlag Teichmann,155,0.5,0,0,0,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",EB,EW Liepert,Einzelwahlvorschlag Liepert,162,0.5,0,0,0,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",WG,Pro Zossen,Pro Zossen,820,2.7,1,1,1,
Gemeindevertretung,120720477477,72,477,"Zossen, Stadt",EB,EW Ramin,Einzelwahlvorschlag Ramin,201,0.7,0,0,0,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,11,x,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,11,100,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Wahlberechtigt,Wahlberechtigt,4182,100,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Wähler,Wähler,2735,65.4,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Wahlschein,Wahlschein,703,25.7,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Ungültig,Ungültig,69,2.5,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Gültig,Gültig,7942,96.8,,,,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",,Sitze,Sitze,16,x,16,4,16,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1097,13.8,2,1,2,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",LV,FWG/CDU,Bündnis Freie Wählergemeinschaft Dahme und Christlich Demokratische Union Deutschlands,3434,43.2,7,1,7,
